open,low,high,close,change_value,change_percent,date_gregorian,date_jalali
"273,660","273,500","274,680","274,210",1150,0.42%,2021/10/20,1400/07/28
"274,150","272,620","274,180","273,060",1690,0.62%,2021/10/19,1400/07/27
"273,570","273,400","275,380","274,750",2220,0.81%,2021/10/18,1400/07/26
"271,450","271,100","273,180","272,530",720,0.26%,2021/10/17,1400/07/25
"272,850","271,100","272,980","271,810",940,0.35%,2021/10/16,1400/07/24
"270,870","270,870","270,870","270,870",170,0.06%,2021/10/14,1400/07/22
"272,410","270,400","272,480","270,700",970,0.36%,2021/10/13,1400/07/21
"270,620","270,100","272,780","271,670",1690,0.62%,2021/10/12,1400/07/20
"275,880","272,610","276,080","273,360",1776,0.65%,2021/10/11,1400/07/19
"275,796","272,907","280,346","275,136",554,0.2%,2021/10/09,1400/07/17
"279,320","279,320","279,320","279,320",2040,0.73%,2021/10/06,1400/07/14
"281,360","281,360","281,360","281,360",20,0.01%,2021/10/04,1400/07/12
"280,040","279,650","281,680","281,380",920,0.33%,2021/10/03,1400/07/11
"281,520","279,480","281,610","280,460",4250,1.52%,2021/10/02,1400/07/10
"283,160","282,550","284,710","284,710",2280,0.81%,2021/09/30,1400/07/08
"281,470","281,270","283,210","282,430",1870,0.67%,2021/09/29,1400/07/07
"277,560","277,550","280,710","280,560",3750,1.35%,2021/09/28,1400/07/06
"276,810","276,810","276,810","276,810",1220,0.44%,2021/09/26,1400/07/04
"276,560","274,850","276,810","275,590",1220,0.44%,2021/09/25,1400/07/03
"275,190","275,050","276,810","276,810",1600,0.58%,2021/09/23,1400/07/01
"274,610","274,450","276,110","275,210",1180,0.43%,2021/09/22,1400/06/31
"274,450","273,650","276,310","274,030",40,0.01%,2021/09/21,1400/06/30
"274,590","273,650","276,310","274,070",360,0.13%,2021/09/20,1400/06/29
"274,130","273,350","274,510","274,430",280,0.1%,2021/09/19,1400/06/28
"272,900","272,850","275,010","274,710",250,0.09%,2021/09/18,1400/06/27
"274,460","274,460","274,460","274,460",50,0.02%,2021/09/16,1400/06/25
"273,570","272,150","274,510","274,510",1340,0.49%,2021/09/15,1400/06/24
"272,210","272,050","274,210","273,170",3240,1.19%,2021/09/14,1400/06/23
"274,410","273,350","277,310","276,410",3280,1.2%,2021/09/13,1400/06/22
"270,510","269,050","273,210","273,130",740,0.27%,2021/09/12,1400/06/21
"277,110","272,250","277,210","272,390",5880,2.16%,2021/09/11,1400/06/20
"278,270","278,270","278,270","278,270",140,0.05%,2021/09/09,1400/06/18
"276,910","276,350","279,010","278,410",1600,0.58%,2021/09/08,1400/06/17
"275,180","275,050","277,310","276,810",3000,1.1%,2021/09/07,1400/06/16
"271,720","270,750","274,010","273,810",2690,0.99%,2021/09/06,1400/06/15
"270,980","269,660","271,510","271,120",450,0.17%,2021/09/05,1400/06/14
"271,110","270,550","272,810","270,670",2240,0.83%,2021/09/04,1400/06/13
"272,910","272,910","272,910","272,910",120,0.04%,2021/09/02,1400/06/11
"271,010","270,850","272,910","272,790",2440,0.9%,2021/09/01,1400/06/10
"273,310","270,050","273,410","270,350",3930,1.45%,2021/08/31,1400/06/09
"273,790","272,250","274,310","274,280",3590,1.33%,2021/08/30,1400/06/08
"273,920","269,350","274,010","270,690",5300,1.96%,2021/08/29,1400/06/07
"281,890","275,490","282,040","275,990",3000,1.09%,2021/08/28,1400/06/06
"278,990","278,990","278,990","278,990",-,-,2021/08/26,1400/06/04
"279,490","277,890","280,240","278,990",500,0.18%,2021/08/25,1400/06/03
"277,390","276,790","280,940","278,490",2000,0.72%,2021/08/24,1400/06/02
"277,220","275,690","278,940","276,490",170,0.06%,2021/08/23,1400/06/01
"274,390","273,690","276,940","276,660",2080,0.76%,2021/08/22,1400/05/31
"274,500","273,490","275,440","274,580",5590,2.08%,2021/08/21,1400/05/30
"268,990","268,990","268,990","268,990",100,0.04%,2021/08/17,1400/05/26
"269,050","268,990","269,140","269,090",40,0.01%,2021/08/16,1400/05/25
"268,990","268,990","269,140","269,130",60,0.02%,2021/08/15,1400/05/24
"263,560","263,490","269,480","269,070",4780,1.81%,2021/08/14,1400/05/23
"264,290","264,290","264,290","264,290",30,0.01%,2021/08/12,1400/05/21
"265,890","262,890","266,840","264,320",1840,0.7%,2021/08/11,1400/05/20
"264,770","263,790","267,630","266,160",2970,1.13%,2021/08/10,1400/05/19
"258,990","258,990","263,940","263,190",4020,1.55%,2021/08/09,1400/05/18
"256,190","256,190","259,940","259,170",2380,0.93%,2021/08/08,1400/05/17
"256,290","252,390","257,440","256,790",510,0.2%,2021/08/07,1400/05/16
"255,628","252,713","261,636","256,280",40,0.02%,2021/08/04,1400/05/13
"257,190","254,690","257,340","256,240",1090,0.43%,2021/08/03,1400/05/12
"255,840","255,690","258,140","257,330",2140,0.84%,2021/08/02,1400/05/11
"255,820","254,590","256,640","255,190",300,0.12%,2021/08/01,1400/05/10
"257,190","254,290","257,640","254,890",1100,0.43%,2021/07/31,1400/05/09
"255,990","255,990","255,990","255,990",150,0.06%,2021/07/28,1400/05/06
"251,690","251,690","256,240","256,140",4420,1.76%,2021/07/27,1400/05/05
"250,810","250,690","252,330","251,720",1160,0.46%,2021/07/26,1400/05/04
"247,990","247,890","251,040","250,560",2770,1.12%,2021/07/25,1400/05/03
"247,630","247,490","249,640","247,790",1510,0.61%,2021/07/24,1400/05/02
"246,280","246,280","246,280","246,280",1090,0.44%,2021/07/22,1400/04/31
"245,190","245,190","245,190","245,190",110,0.04%,2021/07/20,1400/04/29
"244,940","244,790","245,440","245,300",630,0.26%,2021/07/19,1400/04/28
"245,490","244,090","245,640","244,670",770,0.31%,2021/07/18,1400/04/27
"246,890","245,190","247,640","245,440",1550,0.63%,2021/07/17,1400/04/26
"246,990","246,990","246,990","246,990",-,-,2021/07/15,1400/04/24
"246,190","246,190","247,940","246,990",880,0.36%,2021/07/14,1400/04/23
"247,590","244,990","247,640","246,110",1380,0.56%,2021/07/13,1400/04/22
"249,590","247,090","249,740","247,490",2310,0.93%,2021/07/12,1400/04/21
"250,120","249,290","250,140","249,800",190,0.08%,2021/07/11,1400/04/20
"249,190","248,790","250,140","249,990",338,0.14%,2021/07/10,1400/04/19
"250,354","247,554","255,536","249,652",558,0.22%,2021/07/07,1400/04/16
"250,620","250,010","251,340","250,870",120,0.05%,2021/07/06,1400/04/15
"250,990","250,590","251,640","250,990",1400,0.56%,2021/07/05,1400/04/14
"251,310","249,490","251,340","249,590",1910,0.77%,2021/07/04,1400/04/13
"254,600","251,090","254,640","251,500",10,-,2021/07/03,1400/04/12
"251,510","251,510","251,510","251,510",20,0.01%,2021/07/01,1400/04/10
"253,370","250,690","253,440","251,530",2460,0.98%,2021/06/30,1400/04/09
"250,020","249,990","254,140","253,990",4330,1.73%,2021/06/29,1400/04/08
"248,890","248,890","252,040","249,660",2580,1.04%,2021/06/28,1400/04/07
"246,290","246,290","248,640","247,080",340,0.14%,2021/06/27,1400/04/06
"243,490","243,490","246,940","246,740",4850,2.01%,2021/06/26,1400/04/05
"241,890","241,890","241,890","241,890",-,-,2021/06/24,1400/04/03
"241,690","241,190","242,430","241,890",100,0.04%,2021/06/23,1400/04/02
"243,230","240,790","243,340","241,790",800,0.33%,2021/06/22,1400/04/01
"241,260","241,190","243,140","242,590",1520,0.63%,2021/06/21,1400/03/31
"239,790","239,190","241,440","241,070",1580,0.66%,2021/06/20,1400/03/30
"234,690","234,690","240,440","239,490",4800,2%,2021/06/19,1400/03/29
"244,290","244,290","244,290","244,290",30,0.01%,2021/06/17,1400/03/27
"242,040","241,950","244,640","244,320",2510,1.04%,2021/06/16,1400/03/26
"240,520","239,450","242,250","241,810",1360,0.57%,2021/06/15,1400/03/25
"240,030","239,950","241,250","240,450",710,0.3%,2021/06/14,1400/03/24
"241,010","238,550","241,050","239,740",1250,0.52%,2021/06/13,1400/03/23
"239,050","238,940","241,250","240,990",1760,0.74%,2021/06/12,1400/03/22
"239,230","239,230","239,230","239,230",60,0.03%,2021/06/10,1400/03/20
"240,020","239,140","240,450","239,170",2240,0.94%,2021/06/09,1400/03/19
"241,220","240,440","242,250","241,410",2000,0.84%,2021/06/08,1400/03/18
"239,350","239,140","240,250","239,410",5080,2.17%,2021/06/07,1400/03/17
"234,330","234,330","234,330","234,330",3100,1.32%,2021/06/03,1400/03/13
"238,960","236,640","239,050","237,430",3270,1.4%,2021/06/02,1400/03/12
"234,000","233,970","238,660","234,160",100,0.04%,2021/06/01,1400/03/11
"238,590","232,950","238,660","234,060",4510,1.93%,2021/05/31,1400/03/10
"234,640","234,550","238,660","238,570",3910,1.67%,2021/05/30,1400/03/09
"226,560","226,460","234,660","234,660",8190,3.62%,2021/05/29,1400/03/08
"226,470","226,470","226,470","226,470",5920,2.61%,2021/05/27,1400/03/06
"232,170","231,940","232,750","232,390",240,0.1%,2021/05/26,1400/03/05
"231,980","231,940","234,050","232,150",910,0.39%,2021/05/25,1400/03/04
"231,690","230,140","239,550","231,240",1550,0.67%,2021/05/24,1400/03/03
"230,990","230,940","240,050","232,790",2140,0.93%,2021/05/23,1400/03/02
"229,040","228,940","231,050","230,650",7650,3.43%,2021/05/22,1400/03/01
"223,000","223,000","223,000","223,000",7020,3.15%,2021/05/20,1400/02/30
"232,140","219,980","232,150","230,020",1780,0.78%,2021/05/19,1400/02/29
"228,690","225,940","229,550","228,240",2910,1.27%,2021/05/18,1400/02/28
"228,940","228,440","232,550","231,150",2290,1%,2021/05/17,1400/02/27
"231,490","228,340","231,850","228,860",8360,3.79%,2021/05/16,1400/02/26
"220,760","220,410","221,880","220,500",5350,2.43%,2021/05/15,1400/02/25
"224,160","223,640","226,850","225,850",4000,1.8%,2021/05/12,1400/02/22
"216,080","216,080","223,410","221,850",34,0.02%,2021/05/11,1400/02/21
"216,356","213,024","224,100","221,816",296,0.13%,2021/05/09,1400/02/19
"213,460","213,440","217,050","216,460",9980,4.83%,2021/05/08,1400/02/18
"206,480","206,480","206,480","206,480",10510,5.09%,2021/05/06,1400/02/16
"210,470","210,140","220,050","216,990",3220,1.48%,2021/05/05,1400/02/15
"220,210","220,140","220,250","220,210",150,0.07%,2021/05/03,1400/02/13
"221,830","218,540","223,050","220,360",1350,0.61%,2021/05/02,1400/02/12
"227,490","218,140","228,550","221,710",10600,4.78%,2021/05/01,1400/02/11
"232,310","232,310","232,310","232,310",2910,1.25%,2021/04/29,1400/02/09
"237,170","234,940","237,230","235,220",1990,0.85%,2021/04/28,1400/02/08
"237,550","236,540","237,650","237,210",540,0.23%,2021/04/27,1400/02/07
"238,250","236,440","238,850","236,670",250,0.11%,2021/04/26,1400/02/06
"237,030","236,040","238,050","236,920",400,0.17%,2021/04/25,1400/02/05
"239,120","236,940","239,950","237,320",4020,1.72%,2021/04/24,1400/02/04
"233,300","233,300","233,300","233,300",5340,2.29%,2021/04/22,1400/02/02
"239,280","237,640","239,350","238,640",3200,1.34%,2021/04/21,1400/02/01
"241,970","240,840","242,150","241,840",30,0.01%,2021/04/20,1400/01/31
"238,220","236,540","242,040","241,810",1270,0.53%,2021/04/19,1400/01/30
"245,990","239,740","246,350","240,540",5640,2.34%,2021/04/18,1400/01/29
"246,210","244,740","246,550","246,180",6310,2.63%,2021/04/17,1400/01/28
"239,870","239,870","239,870","239,870",10280,4.29%,2021/04/15,1400/01/26
"248,780","248,740","250,850","250,150",1180,0.47%,2021/04/14,1400/01/25
"249,730","248,440","249,850","248,970",1350,0.54%,2021/04/13,1400/01/24
"249,250","248,140","250,350","250,320",370,0.15%,2021/04/12,1400/01/23
"248,550","248,440","250,850","249,950",2460,0.99%,2021/04/11,1400/01/22
"247,830","247,440","248,850","247,490",2830,1.16%,2021/04/10,1400/01/21
"244,660","244,660","244,660","244,660",3330,1.36%,2021/04/08,1400/01/19
"250,020","247,440","250,050","247,990",2620,1.06%,2021/04/07,1400/01/18
"252,480","250,540","252,550","250,610",1840,0.73%,2021/04/06,1400/01/17
"248,660","248,640","253,550","252,450",3210,1.29%,2021/04/05,1400/01/16
"249,010","247,540","251,050","249,240",220,0.09%,2021/04/04,1400/01/15
"246,150","246,140","250,050","249,460",8060,3.23%,2021/04/03,1400/01/14
"257,490","257,440","257,550","257,520",440,0.17%,2021/03/31,1400/01/11
"257,910","256,140","258,050","257,960",5630,2.23%,2021/03/30,1400/01/10
"252,330","252,330","252,330","252,330",3910,1.55%,2021/03/28,1400/01/08
"253,280","253,240","256,850","256,240",4753,1.89%,2021/03/27,1400/01/07
"251,409","247,411","253,498","251,487",11857,4.95%,2021/03/24,1400/01/04
"239,630","239,630","239,630","239,630",11710,4.89%,2021/03/18,1399/12/28
"249,960","249,940","251,550","251,340",2350,0.94%,2021/03/17,1399/12/27
"248,040","247,940","249,550","248,990",480,0.19%,2021/03/16,1399/12/26
"246,740","246,740","249,550","248,510",1270,0.51%,2021/03/15,1399/12/25
"246,740","245,140","247,350","247,240",700,0.28%,2021/03/14,1399/12/24
"247,520","246,440","247,550","246,540",4120,1.7%,2021/03/13,1399/12/23
"242,420","242,420","242,420","242,420",3410,1.41%,2021/03/10,1399/12/20
"247,450","245,640","247,850","245,830",650,0.26%,2021/03/09,1399/12/19
"247,440","245,140","247,550","246,480",580,0.24%,2021/03/08,1399/12/18
"248,840","246,740","249,850","247,060",700,0.28%,2021/03/07,1399/12/17
"247,420","245,840","248,350","247,760",1150,0.47%,2021/03/06,1399/12/16
"246,610","246,610","246,610","246,610",3150,1.28%,2021/03/04,1399/12/14
"252,440","249,640","252,550","249,760",3330,1.33%,2021/03/03,1399/12/13
"252,610","252,440","253,750","253,090",420,0.17%,2021/03/02,1399/12/12
"253,510","251,340","253,550","252,670",1580,0.63%,2021/03/01,1399/12/11
"254,490","253,340","255,150","254,250",800,0.32%,2021/02/28,1399/12/10
"254,740","251,640","254,850","253,450",5240,2.11%,2021/02/27,1399/12/09
"248,210","248,210","248,210","248,210",5800,2.34%,2021/02/24,1399/12/06
"251,540","251,140","254,550","254,010",2620,1.04%,2021/02/23,1399/12/05
"247,550","247,140","252,050","251,390",6350,2.59%,2021/02/22,1399/12/04
"247,520","244,840","249,050","245,040",2000,0.82%,2021/02/21,1399/12/03
"251,520","247,040","251,750","247,040",4670,1.89%,2021/02/20,1399/12/02
"251,710","251,710","251,710","251,710",7740,3.07%,2021/02/18,1399/11/30
"257,940","257,940","260,550","259,450",1420,0.55%,2021/02/17,1399/11/29
"259,830","257,940","261,050","258,030",3420,1.33%,2021/02/16,1399/11/28
"254,950","254,940","262,050","261,450",6470,2.54%,2021/02/15,1399/11/27
"257,730","253,440","258,050","254,980",2470,0.97%,2021/02/14,1399/11/26
"261,740","257,440","262,550","257,450",10490,4.25%,2021/02/13,1399/11/25
"246,960","246,960","246,960","246,960",5930,2.46%,2021/02/11,1399/11/23
"241,030","241,030","241,030","241,030",10450,4.34%,2021/02/09,1399/11/21
"249,970","249,140","252,050","251,480",1700,0.68%,2021/02/08,1399/11/20
"247,410","246,540","249,850","249,780",5930,2.43%,2021/02/07,1399/11/19
"243,030","242,040","243,850","243,850",6380,2.69%,2021/02/06,1399/11/18
"237,470","237,470","237,470","237,470",1600,0.67%,2021/02/04,1399/11/16
"240,250","238,340","240,250","239,070",420,0.18%,2021/02/03,1399/11/15
"244,830","238,740","244,850","239,490",3990,1.67%,2021/02/02,1399/11/14
"241,980","241,940","244,550","243,480",2630,1.09%,2021/02/01,1399/11/13
"245,040","240,440","245,050","240,850",3590,1.49%,2021/01/31,1399/11/12
"245,610","243,740","247,050","244,440",12330,5.31%,2021/01/30,1399/11/11
"232,110","232,110","232,110","232,110",7540,3.25%,2021/01/28,1399/11/09
"237,550","236,240","240,050","239,650",1620,0.68%,2021/01/27,1399/11/08
"236,540","236,440","242,750","238,030",3720,1.59%,2021/01/26,1399/11/07
"231,830","228,440","234,350","234,310",770,0.33%,2021/01/25,1399/11/06
"235,150","233,040","236,550","233,540",1080,0.46%,2021/01/24,1399/11/05
"232,850","231,140","238,350","234,620",8070,3.56%,2021/01/23,1399/11/04
"226,550","226,550","226,550","226,550",1320,0.58%,2021/01/21,1399/11/02
"235,510","220,440","238,050","227,870",1420,0.63%,2021/01/20,1399/11/01
"219,760","219,740","233,550","226,450",6620,3.01%,2021/01/19,1399/10/30
"213,040","210,740","223,850","219,830",9640,4.39%,2021/01/18,1399/10/29
"229,510","229,440","229,550","229,470",10060,4.38%,2021/01/16,1399/10/27
"239,530","239,530","239,530","239,530",990,0.42%,2021/01/14,1399/10/25
"243,450","237,840","243,450","238,540",5890,2.47%,2021/01/13,1399/10/24
"248,650","244,140","248,750","244,430",4750,1.94%,2021/01/12,1399/10/23
"248,780","248,440","250,050","249,180",440,0.18%,2021/01/11,1399/10/22
"249,460","248,140","251,550","248,740",30,0.01%,2021/01/10,1399/10/21
"247,070","246,240","250,550","248,770",6740,2.71%,2021/01/09,1399/10/20
"255,510","255,510","255,510","255,510",660,0.26%,2021/01/07,1399/10/18
"256,550","254,240","256,550","254,850",3680,1.44%,2021/01/06,1399/10/17
"260,620","257,540","260,650","258,530",2450,0.95%,2021/01/05,1399/10/16
"259,030","258,440","261,050","260,980",2000,0.77%,2021/01/04,1399/10/15
"257,790","257,240","259,050","258,980",1840,0.72%,2021/01/03,1399/10/14
"255,840","255,440","257,550","257,140",846,0.33%,2021/01/02,1399/10/13
"257,301","254,474","260,826","256,294",946,0.37%,2020/12/30,1399/10/10
"257,110","257,040","257,750","257,350",200,0.08%,2020/12/29,1399/10/09
"257,550","256,740","257,850","257,150",290,0.11%,2020/12/28,1399/10/08
"257,710","256,840","258,750","257,440",300,0.12%,2020/12/27,1399/10/07
"256,180","256,140","258,550","257,740",880,0.34%,2020/12/26,1399/10/06
"258,620","258,620","258,620","258,620",500,0.19%,2020/12/24,1399/10/04
"259,510","259,040","259,750","259,120",160,0.06%,2020/12/23,1399/10/03
"256,790","256,740","260,050","259,280",2460,0.96%,2020/12/22,1399/10/02
"256,330","255,740","256,950","256,820",780,0.3%,2020/12/21,1399/10/01
"255,450","254,440","257,750","256,040",600,0.23%,2020/12/20,1399/09/30
"254,050","253,940","255,700","255,440",2580,1.01%,2020/12/19,1399/09/29
"258,020","258,020","258,020","258,020",2190,0.85%,2020/12/17,1399/09/27
"257,790","257,740","260,250","260,210",2450,0.95%,2020/12/16,1399/09/26
"259,750","257,740","261,850","257,760",2200,0.85%,2020/12/15,1399/09/25
"256,460","256,440","262,050","259,960",1420,0.55%,2020/12/14,1399/09/24
"259,270","257,440","259,350","258,540",220,0.09%,2020/12/13,1399/09/23
"259,310","257,940","259,750","258,760",1890,0.73%,2020/12/12,1399/09/22
"260,650","260,650","260,650","260,650",500,0.19%,2020/12/10,1399/09/20
"262,520","260,940","262,550","261,150",1530,0.59%,2020/12/09,1399/09/19
"259,250","259,240","264,430","262,680",3420,1.32%,2020/12/08,1399/09/18
"258,440","257,940","259,550","259,260",1050,0.41%,2020/12/07,1399/09/17
"258,530","257,340","259,050","258,210",430,0.17%,2020/12/06,1399/09/16
"257,180","256,440","259,050","258,640",779,0.3%,2020/12/05,1399/09/15
"259,066","253,271","263,185","257,861",3099,1.2%,2020/12/02,1399/09/12
"262,230","254,440","262,250","258,460",4020,1.56%,2020/12/01,1399/09/11
"255,520","255,440","265,050","262,480",7940,3.12%,2020/11/30,1399/09/10
"251,270","251,240","255,050","254,540",3050,1.21%,2020/11/29,1399/09/09
"247,980","245,740","252,050","251,490",3920,1.58%,2020/11/28,1399/09/08
"247,570","247,570","247,570","247,570",610,0.25%,2020/11/26,1399/09/06
"247,780","245,940","247,850","246,960",2510,1.02%,2020/11/25,1399/09/05
"252,950","249,440","253,050","249,470",3560,1.43%,2020/11/24,1399/09/04
"256,820","249,940","256,850","253,030",5990,2.37%,2020/11/23,1399/09/03
"258,250","256,240","259,550","259,020",970,0.38%,2020/11/22,1399/09/02
"258,840","254,140","259,050","258,050",1850,0.72%,2020/11/21,1399/09/01
