sub0,sub1,sub2,sub3,sub4,sub5,sub6,sub7,Indicator,Source,Time,Value,Unit,Details
Inflation,Housing,CPI,yearly,,Iran Stats,,,Housing CPI (yearly),Iran Stats,1401,340.627,,Base year 1395
Inflation,total,rate,yearly,,Iran Stats,,,total inflation rate (yearly),Iran Stats,1382,13.8,%,Base year 1395
Inflation,total,rate,yearly,,Iran Stats,,,total inflation rate (yearly),Iran Stats,1383,14.6,%,Base year 1395
Inflation,total,rate,yearly,,Iran Stats,,,total inflation rate (yearly),Iran Stats,1384,12.3,%,Base year 1395
Inflation,total,rate,yearly,,Iran Stats,,,total inflation rate (yearly),Iran Stats,1385,13.5,%,Base year 1395
Inflation,total,rate,yearly,,Iran Stats,,,total inflation rate (yearly),Iran Stats,1386,17.3,%,Base year 1395
Inflation,total,rate,yearly,,Iran Stats,,,total inflation rate (yearly),Iran Stats,1387,25.6,%,Base year 1395
Inflation,total,rate,yearly,,Iran Stats,,,total inflation rate (yearly),Iran Stats,1388,9.4,%,Base year 1395
Inflation,total,rate,yearly,,Iran Stats,,,total inflation rate (yearly),Iran Stats,1389,13.9,%,Base year 1395
Inflation,total,rate,yearly,,Iran Stats,,,total inflation rate (yearly),Iran Stats,1390,26.4,%,Base year 1395
Inflation,total,rate,yearly,,Iran Stats,,,total inflation rate (yearly),Iran Stats,1391,28.5,%,Base year 1395
Inflation,total,rate,yearly,,Iran Stats,,,total inflation rate (yearly),Iran Stats,1392,32.1,%,Base year 1395
Inflation,total,rate,yearly,,Iran Stats,,,total inflation rate (yearly),Iran Stats,1393,14.8,%,Base year 1395
Inflation,total,rate,yearly,,Iran Stats,,,total inflation rate (yearly),Iran Stats,1394,11.3,%,Base year 1395
Inflation,total,rate,yearly,,Iran Stats,,,total inflation rate (yearly),Iran Stats,1395,6.8,%,Base year 1395
Inflation,total,rate,yearly,,Iran Stats,,,total inflation rate (yearly),Iran Stats,1396,8.1,%,Base year 1395
Inflation,total,rate,yearly,,Iran Stats,,,total inflation rate (yearly),Iran Stats,1397,26.6,%,Base year 1395
Inflation,total,rate,yearly,,Iran Stats,,,total inflation rate (yearly),Iran Stats,1398,34.4,%,Base year 1395
Inflation,total,rate,yearly,,Iran Stats,,,total inflation rate (yearly),Iran Stats,1399,36.2,%,Base year 1395
Inflation,total,rate,yearly,,Iran Stats,,,total inflation rate (yearly),Iran Stats,1400,39.7,%,Base year 1395
Inflation,total,rate,yearly,,Iran Stats,,,total inflation rate (yearly),Iran Stats,1401,46.1,%,Base year 1395
Inflation,food,rate,yearly,,Iran Stats,,,food inflation rate (yearly),Iran Stats,1382,15.0,%,Base year 1395
Inflation,food,rate,yearly,,Iran Stats,,,food inflation rate (yearly),Iran Stats,1383,15.3,%,Base year 1395
Inflation,food,rate,yearly,,Iran Stats,,,food inflation rate (yearly),Iran Stats,1384,10.3,%,Base year 1395
Inflation,food,rate,yearly,,Iran Stats,,,food inflation rate (yearly),Iran Stats,1385,12.9,%,Base year 1395
Inflation,food,rate,yearly,,Iran Stats,,,food inflation rate (yearly),Iran Stats,1386,19.5,%,Base year 1395
Inflation,food,rate,yearly,,Iran Stats,,,food inflation rate (yearly),Iran Stats,1387,32.3,%,Base year 1395
Inflation,food,rate,yearly,,Iran Stats,,,food inflation rate (yearly),Iran Stats,1388,13.2,%,Base year 1395
Inflation,food,rate,yearly,,Iran Stats,,,food inflation rate (yearly),Iran Stats,1389,22.9,%,Base year 1395
Inflation,food,rate,yearly,,Iran Stats,,,food inflation rate (yearly),Iran Stats,1390,32.8,%,Base year 1395
Inflation,food,rate,yearly,,Iran Stats,,,food inflation rate (yearly),Iran Stats,1391,45.8,%,Base year 1395
Inflation,food,rate,yearly,,Iran Stats,,,food inflation rate (yearly),Iran Stats,1392,44.4,%,Base year 1395
Inflation,food,rate,yearly,,Iran Stats,,,food inflation rate (yearly),Iran Stats,1393,9.6,%,Base year 1395
Inflation,food,rate,yearly,,Iran Stats,,,food inflation rate (yearly),Iran Stats,1394,9.7,%,Base year 1395
Inflation,food,rate,yearly,,Iran Stats,,,food inflation rate (yearly),Iran Stats,1395,7.6,%,Base year 1395
Inflation,food,rate,yearly,,Iran Stats,,,food inflation rate (yearly),Iran Stats,1396,12.3,%,Base year 1395
Inflation,food,rate,yearly,,Iran Stats,,,food inflation rate (yearly),Iran Stats,1397,38.4,%,Base year 1395
Inflation,food,rate,yearly,,Iran Stats,,,food inflation rate (yearly),Iran Stats,1398,42.7,%,Base year 1395
Inflation,food,rate,yearly,,Iran Stats,,,food inflation rate (yearly),Iran Stats,1399,38.7,%,Base year 1395
Inflation,food,rate,yearly,,Iran Stats,,,food inflation rate (yearly),Iran Stats,1400,52.1,%,Base year 1395
Inflation,food,rate,yearly,,Iran Stats,,,food inflation rate (yearly),Iran Stats,1401,66.6,%,Base year 1395
Inflation,Non-food,rate,yearly,,Iran Stats,,,Non-food inflation rate (yearly),Iran Stats,1382,13.4,%,Base year 1395
Inflation,Non-food,rate,yearly,,Iran Stats,,,Non-food inflation rate (yearly),Iran Stats,1383,14.5,%,Base year 1395
Inflation,Non-food,rate,yearly,,Iran Stats,,,Non-food inflation rate (yearly),Iran Stats,1384,12.7,%,Base year 1395
Inflation,Non-food,rate,yearly,,Iran Stats,,,Non-food inflation rate (yearly),Iran Stats,1385,14.0,%,Base year 1395
Inflation,Non-food,rate,yearly,,Iran Stats,,,Non-food inflation rate (yearly),Iran Stats,1386,16.3,%,Base year 1395
Inflation,Non-food,rate,yearly,,Iran Stats,,,Non-food inflation rate (yearly),Iran Stats,1387,23.0,%,Base year 1395
Inflation,Non-food,rate,yearly,,Iran Stats,,,Non-food inflation rate (yearly),Iran Stats,1388,8.0,%,Base year 1395
Inflation,Non-food,rate,yearly,,Iran Stats,,,Non-food inflation rate (yearly),Iran Stats,1389,10.2,%,Base year 1395
Inflation,Non-food,rate,yearly,,Iran Stats,,,Non-food inflation rate (yearly),Iran Stats,1390,23.4,%,Base year 1395
Inflation,Non-food,rate,yearly,,Iran Stats,,,Non-food inflation rate (yearly),Iran Stats,1391,22.6,%,Base year 1395
Inflation,Non-food,rate,yearly,,Iran Stats,,,Non-food inflation rate (yearly),Iran Stats,1392,27.1,%,Base year 1395
Inflation,Non-food,rate,yearly,,Iran Stats,,,Non-food inflation rate (yearly),Iran Stats,1393,17.2,%,Base year 1395
Inflation,Non-food,rate,yearly,,Iran Stats,,,Non-food inflation rate (yearly),Iran Stats,1394,12.0,%,Base year 1395
Inflation,Non-food,rate,yearly,,Iran Stats,,,Non-food inflation rate (yearly),Iran Stats,1395,6.4,%,Base year 1395
Inflation,Non-food,rate,yearly,,Iran Stats,,,Non-food inflation rate (yearly),Iran Stats,1396,6.8,%,Base year 1395
Inflation,Non-food,rate,yearly,,Iran Stats,,,Non-food inflation rate (yearly),Iran Stats,1397,22.5,%,Base year 1395
Inflation,Non-food,rate,yearly,,Iran Stats,,,Non-food inflation rate (yearly),Iran Stats,1398,31.1,%,Base year 1395
Inflation,Non-food,rate,yearly,,Iran Stats,,,Non-food inflation rate (yearly),Iran Stats,1399,35.1,%,Base year 1395
Inflation,Non-food,rate,yearly,,Iran Stats,,,Non-food inflation rate (yearly),Iran Stats,1400,34.2,%,Base year 1395
Inflation,Non-food,rate,yearly,,Iran Stats,,,Non-food inflation rate (yearly),Iran Stats,1401,35.9,%,Base year 1395
Inflation,Housing,rate,yearly,,Iran Stats,,,Housing inflation rate (yearly),Iran Stats,1382,18.2,%,Base year 1395
Inflation,Housing,rate,yearly,,Iran Stats,,,Housing inflation rate (yearly),Iran Stats,1383,18.3,%,Base year 1395
Inflation,Housing,rate,yearly,,Iran Stats,,,Housing inflation rate (yearly),Iran Stats,1384,15.6,%,Base year 1395
Inflation,Housing,rate,yearly,,Iran Stats,,,Housing inflation rate (yearly),Iran Stats,1385,20.9,%,Base year 1395
Inflation,Housing,rate,yearly,,Iran Stats,,,Housing inflation rate (yearly),Iran Stats,1386,24.4,%,Base year 1395
Inflation,Housing,rate,yearly,,Iran Stats,,,Housing inflation rate (yearly),Iran Stats,1387,32.4,%,Base year 1395
Inflation,Housing,rate,yearly,,Iran Stats,,,Housing inflation rate (yearly),Iran Stats,1388,8.4,%,Base year 1395
Inflation,Housing,rate,yearly,,Iran Stats,,,Housing inflation rate (yearly),Iran Stats,1389,6.2,%,Base year 1395
Inflation,Housing,rate,yearly,,Iran Stats,,,Housing inflation rate (yearly),Iran Stats,1390,10.7,%,Base year 1395
Inflation,Housing,rate,yearly,,Iran Stats,,,Housing inflation rate (yearly),Iran Stats,1391,18.0,%,Base year 1395
Inflation,Housing,rate,yearly,,Iran Stats,,,Housing inflation rate (yearly),Iran Stats,1392,21.9,%,Base year 1395
Inflation,Housing,rate,yearly,,Iran Stats,,,Housing inflation rate (yearly),Iran Stats,1393,17.0,%,Base year 1395
Inflation,Housing,rate,yearly,,Iran Stats,,,Housing inflation rate (yearly),Iran Stats,1394,11.3,%,Base year 1395
Inflation,Housing,rate,yearly,,Iran Stats,,,Housing inflation rate (yearly),Iran Stats,1395,4.9,%,Base year 1395
Inflation,Housing,rate,yearly,,Iran Stats,,,Housing inflation rate (yearly),Iran Stats,1396,6.9,%,Base year 1395
Inflation,Housing,rate,yearly,,Iran Stats,,,Housing inflation rate (yearly),Iran Stats,1397,18.8,%,Base year 1395
Inflation,Housing,rate,yearly,,Iran Stats,,,Housing inflation rate (yearly),Iran Stats,1398,23.3,%,Base year 1395
Inflation,Housing,rate,yearly,,Iran Stats,,,Housing inflation rate (yearly),Iran Stats,1399,27.6,%,Base year 1395
Inflation,Housing,rate,yearly,,Iran Stats,,,Housing inflation rate (yearly),Iran Stats,1400,27.0,%,Base year 1395
Inflation,Housing,rate,yearly,,Iran Stats,,,Housing inflation rate (yearly),Iran Stats,1401,34.2,%,Base year 1395
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),1990,47.134,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),1991,46.781,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),1992,46.307,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),1993,45.796,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),1994,45.226,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),1995,44.599,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),1996,43.931,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),1997,43.932,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),1998,43.95,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),1999,44.012,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),2000,44.133,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),2001,44.327,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),2002,44.572,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),2003,44.959,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),2004,45.506,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),2005,46.119,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),2006,45.293,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),2007,44.433,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),2008,42.271,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),2009,43.032,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),2010,42.296,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),2011,40.616,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),2012,41.768,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),2013,41.15,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),2014,40.889,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),2015,41.941,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),2016,43.165,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),2017,44.235,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),2018,44.39,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),2019,44.027,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),2020,41.359,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),2021,41.043,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),2022,40.726,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),2023,40.543,%,
Labor force,Participation rate,total,national,,ILO (estimate),,,Labor force Participation rate (total),ILO (estimate),2024,40.235,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),1991,11.1,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),1992,10.7,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),1993,10.6,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),1994,10.4,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),1995,9.9,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),1996,9.1,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),1997,9.7,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),1998,10.4,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),1999,11.2,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),2000,11.7,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),2001,12.4,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),2002,12.8,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),2003,11.5,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),2004,10.3,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),2005,11.8,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),2006,11.5,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),2007,10.8,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),2008,10.6,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),2009,12.1,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),2010,13.7,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),2011,12.5,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),2012,12.3,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),2013,10.6,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),2014,10.7,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),2015,11.2,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),2016,12.6,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),2017,12.2,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),2018,12.2,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),2019,10.7,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),2020,9.7,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),2021,9.3,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),2022,9.1,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),2023,9.0,%,
Labor force,Unemployment rate,total,national,,ILO (estimate),,,Labor force Unemployment rate (total),ILO (estimate),2024,9.2,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),1991,9.577,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),1992,9.3,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),1993,9.369,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),1994,9.425,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),1995,9.086,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),1996,8.522,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),1997,8.931,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),1998,9.415,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),1999,10.012,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),2000,10.313,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),2001,10.73,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),2002,10.926,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),2003,9.894,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),2004,8.919,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),2005,10.357,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),2006,10.295,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),2007,9.529,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),2008,9.315,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),2009,11.028,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),2010,12.154,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),2011,10.78,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),2012,10.651,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),2013,8.808,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),2014,8.971,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),2015,9.453,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),2016,10.746,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),2017,10.371,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),2018,10.56,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),2019,9.144,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),2020,8.504,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),2021,8.011,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),2022,7.759,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),2023,7.703,%,
Labor force,Unemployment rate,male,national,,ILO (estimate),,,Labor force Unemployment rate (male),ILO (estimate),2024,7.927,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),1991,24.598,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),1992,22.317,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),1993,20.601,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),1994,18.738,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),1995,16.221,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),1996,13.434,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),1997,14.892,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),1998,16.429,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),1999,18.112,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),2000,19.38,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),2001,20.79,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),2002,21.852,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),2003,18.943,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),2004,16.2,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),2005,17.687,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),2006,16.578,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),2007,16.174,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),2008,17.008,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),2009,17.102,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),2010,20.838,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),2011,21.187,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),2012,19.921,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),2013,20.016,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),2014,19.907,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),2015,19.624,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),2016,20.902,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),2017,20.009,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),2018,19.062,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),2019,17.633,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),2020,15.739,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),2021,16.098,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),2022,15.887,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),2023,15.793,%,
Labor force,Unemployment rate,female,national,,ILO (estimate),,,Labor force Unemployment rate (female),ILO (estimate),2024,15.598,%,
Labor force,Unemployment rate,,provincial,East Azerbaijan,Iran Stats,1403,,East Azerbaijan,Iran Stats,1403,7.5,%,
Labor force,Unemployment rate,,provincial,West Azerbaijan,Iran Stats,1403,,West Azerbaijan,Iran Stats,1403,6.8,%,
Labor force,Unemployment rate,,provincial,Ardabil,Iran Stats,1403,,Ardabil,Iran Stats,1403,10.9,%,
Labor force,Unemployment rate,,provincial,Isfahan,Iran Stats,1403,,Isfahan,Iran Stats,1403,8.7,%,
Labor force,Unemployment rate,,provincial,Alborz,Iran Stats,1403,,Alborz,Iran Stats,1403,8.6,%,
Labor force,Unemployment rate,,provincial,Ilam,Iran Stats,1403,,Ilam,Iran Stats,1403,6.6,%,
Labor force,Unemployment rate,,provincial,Bushehr,Iran Stats,1403,,Bushehr,Iran Stats,1403,7.7,%,
Labor force,Unemployment rate,,provincial,Tehran,Iran Stats,1403,,Tehran,Iran Stats,1403,4.8,%,
Labor force,Unemployment rate,,provincial,Chaharmahal and Bakhtiari,Iran Stats,1403,,Chaharmahal and Bakhtiari,Iran Stats,1403,8.6,%,
Labor force,Unemployment rate,,provincial,South Khorasan,Iran Stats,1403,,South Khorasan,Iran Stats,1403,5.4,%,
Labor force,Unemployment rate,,provincial,Khorasan Razavi,Iran Stats,1403,,Khorasan Razavi,Iran Stats,1403,6.0,%,
Labor force,Unemployment rate,,provincial,North Khorasan,Iran Stats,1403,,North Khorasan,Iran Stats,1403,7.9,%,
Labor force,Unemployment rate,,provincial,Khuzestan,Iran Stats,1403,,Khuzestan,Iran Stats,1403,12.1,%,
Labor force,Unemployment rate,,provincial,Zanjan,Iran Stats,1403,,Zanjan,Iran Stats,1403,7.3,%,
Labor force,Unemployment rate,,provincial,Semnan,Iran Stats,1403,,Semnan,Iran Stats,1403,5.8,%,
